Index,ids,X.1,textToSend,Means,stanMeans,X,MetaID,treatment,pid_rep,open.ended.response,Topic1,Topic2,Topic3,max_prob123,max_prob12,anger_ra1,anger_ra2,caseid,enthusiasm_ra1,enthusiasm_ra2,fear_ra1,fear_ra2,immigrants_ra1,immigrants_ra2,legal,est1,est2,RunAll,mergeIDs,stanMeansNewSys,stanSDsNewSys,coderMeans,newDocIDS,stanMeansNewSys2,stanSDsNewSys2,stanMeansNewSysPooled,stanSDsNewSysPooled,
11,6616,11,taking jobs from americans,0.45,0.211515148,11,0,1,0.16667,taking jobs from americans,0.132272837,0.7334028,0.134324363,2,2,1,1,276,0,0,1,1,0,0,0,0.067576475,0.332576137,0.205176414,257,-0.277775853,0.289098097,1,10345,-0.13758329,0.343812418,-0.302686093,0.232157676,0.232157676
12,6617,12,illegal immagrtants and social security,0.45,-0.340191515,12,0,1,0.833,illegal immagrtants and social security,0.147357629,0.747327895,0.105314476,2,2,0,0,332,0,0,0,1,0,0,0,-0.118302195,-0.199827915,-0.129015118,84,-0.418365158,0.30373459,0.5,10346,-0.412837515,0.326971262,-0.412622948,0.219370255,0.219370255
13,6618,13,"when i think of immigration, i think of the people who legally come to this country and apply for the necessary citizenships so that they can get a job and have the benefits of being an american and all the freedoms that come with that.",0.3,-3.677137334,13,0,0,0.66667,"when i think of immigration, i think of the people who legally come to this country and apply for the necessary citizenships so that they can get a job and have the benefits of being an american and all the freedoms that come with that.",0.206278406,0.119561171,0.674160423,3,1,0,0,261,2,1,0,0,0,0,1,-1.241766151,-1.979115807,-1.802875256,331,-1.306717328,0.353437894,0,10347,-0.573074325,0.320365509,-0.951649,0.249927217,0.249927217
14,6619,14,illegal imigration is a pox on our society.,0.6,0.752020611,14,0,0,0.833,illegal imigration is a pox on our society.,0.688722186,0.123004373,0.188273441,1,1,1,1,53,0,0,0,1,0,0,0,0.252454798,0.613528604,0.383397238,82,-0.770907337,0.32443563,0.5,10348,-0.180452316,0.349458682,-0.518004391,0.245210567,0.245210567
15,6620,15,illegals,0.383333333,-1.331554529,15,0,0,1,illegals,0.609781594,0.171611541,0.218606865,1,1,0,0,299,0,0,0,0,0,0,0,-0.449606293,-0.552775312,-0.493956899,104,-1.202309673,0.388566477,0,10349,-1.06167465,0.344424105,-1.192347739,0.269557039,0.269557039
16,6620,304,illegals,0.383333333,-1.331554529,303,0,0,1,illegals,0.609781594,0.171611541,0.218606865,1,1,0,0,114,0,0,0,0,0,0,0,-0.449606293,-0.552775312,-0.493956899,104,-1.202309673,0.388566477,0,10349,-1.06167465,0.344424105,-1.192347739,0.269557039,0.269557039
17,6620,160,illegals,0.383333333,-1.331554529,160,0,0,0,illegals,0.546603161,0.137854752,0.315542087,1,1,0,0,216,0,0,0,0,0,0,0,-0.449606293,-0.552775312,-0.493956899,104,-1.202309673,0.388566477,0,10349,-1.06167465,0.344424105,-1.192347739,0.269557039,0.269557039
18,6621,16,"the amount of illegal immigration, and exceptions to the legal immigration quotas that happen all the time. i'm concerned that abuses will sink us soon.",0.6,1.374648824,16,0,0,1,"the amount of illegal immigration, and exceptions to the legal immigration quotas that happen all the time. i'm concerned that abuses will sink us soon.",0.862736862,0.052098297,0.085164841,1,1,0,0,100,0,0,2,1,0,0,1,0.460429277,0.618767106,0.507179393,275,0.100757428,0.282261555,1.5,10350,0.557893624,0.333659862,0.32592088,0.223392244,0.223392244
19,6622,17,send them all back,0.35,-1.869256098,17,0,0,0.16667,send them all back,0.253523484,0.097565056,0.64891146,3,1,1,1,419,0,0,0,1,0,0,0,-0.630238699,0.292152113,-0.085233832,247,-1.391972073,0.36228133,0.5,10351,-1.325210815,0.378520253,-1.352305155,0.27188516,0.27188516
20,6623,18,that we have to many people from other countrys here,0.55,0.289979666,18,0,0,0.333,that we have to many people from other countrys here,0.242186407,0.088855847,0.668957746,3,1,0,0,388,0,0,1,1,0,0,0,0.098346623,-0.40207773,-0.122673485,273,-0.785816945,0.340729888,1,10352,-0.737571869,0.37366396,-0.812741005,0.270193545,0.270193545
21,6624,19,unfair unattainable,0.15,-2.823827596,19,0,0,0.5,unfair unattainable,0.352397659,0.161501712,0.48610063,3,1,0,1,418,0,0,0,1,0,0,0,-0.952840644,-2.015661066,-1.446131523,308,-0.839059914,0.325991624,0.5,10353,-0.454036974,0.315524719,-0.640620221,0.223047158,0.223047158
22,6625,20,i'm really more worried about world population growth than about immigration per se. i do feel that immigrants should learn english. i do not like the idea of spanish being on an equal par with english. speak what ever you want at home but learn enough english to function in this country.,0.421052632,-1.021908663,20,0,1,0,i'm really more worried about world population growth than about immigration per se. i do feel that immigrants should learn english. i do not like the idea of spanish being on an equal par with english. speak what ever you want at home but learn enough english to function in this country.,0.177038353,0.06696222,0.755999427,3,1,1,1,293,0,0,1,1,0,0,0,-0.347760862,-0.054251344,-0.252321609,118,-0.136705285,0.289983317,1,10354,0.26684175,0.323604001,0.134467909,0.219606605,0.219606605
23,6626,21,loss of jobs for americans,0.45,-0.139354791,21,0,1,0,loss of jobs for americans,0.132941736,0.733259601,0.133798663,2,2,0,0,51,0,0,1,1,0,0,0,-0.050321455,0.292385857,0.210602499,187,-0.16050698,0.299115228,1,10355,-0.308590752,0.321914412,-0.265750516,0.234143346,0.234143346
24,6627,22,"changing the basic makeup of the united states. creating a population with more socialistic values. mexico is largely an economic failure, so the immigrants from there may tend to have the values that created that failure.",0.75,2.207460143,22,0,1,0.66667,"changing the basic makeup of the united states. creating a population with more socialistic values. mexico is largely an economic failure, so the immigrants from there may tend to have the values that created that failure.",0.618265208,0.199146589,0.182588203,1,1,0,1,95,0,0,2,2,0,0,0,0.740984781,1.154793355,0.958518163,21,0.708304932,0.288927919,2,10356,0.691859768,0.33483904,0.812113926,0.229322975,0.229322975
25,6628,23,"i firmly believe that the u.s. is a melting pot of nationalities and races -- people of different ethnic backgrounds blending into one rich culture - without losing the distinctiveness of their own culture. in order to accomplish this safely and effectively: 1)immigrants must be in our country legally 2)immigrants need to learn our language 3) immigrants need to obey our laws. fears about illegal immigrants: terrorism, criminal activities, heavy drain on social services & medical services, weighing down the public school systems esl & other special needs.",0.6,0.56357268,23,0,1,0.66667,"i firmly believe that the u.s. is a melting pot of nationalities and races -- people of different ethnic backgrounds blending into one rich culture - without losing the distinctiveness of their own culture. in order to accomplish this safely and effectively: 1)immigrants must be in our country legally 2)immigrants need to learn our language 3) immigrants need to obey our laws. fears about illegal immigrants: terrorism, criminal activities, heavy drain on social services & medical services, weighing down the public school systems esl & other special needs.",0.445377187,0.459033561,0.095589252,2,2,0,1,340,1,1,2,2,0,0,1,0.187812987,0.198995134,0.210445161,72,1.832923993,0.467931902,2,10357,0.889971087,0.364046355,1.334755479,0.277797518,0.277797518
26,6629,24,"illegal immigration is a drain on the welfare system, although it seems to provide laborers for jobs americans don't want, legal immigration brings technically skilled workers (h-1b), my great grandparents, and other people who can contribute to the country.",0.45,-1.301026673,24,0,0,0.833,"illegal immigration is a drain on the welfare system, although it seems to provide laborers for jobs americans don't want, legal immigration brings technically skilled workers (h-1b), my great grandparents, and other people who can contribute to the country.",0.453556199,0.371760567,0.174683235,1,1,0,0,109,2,1,1,1,0,0,1,-0.443457689,-0.271814473,-0.310567236,99,0.916449943,0.295084477,1,10358,0.881856484,0.322943444,0.88949591,0.226392924,0.226392924
27,6630,25,that all the silliness about immigration will alter the fundamental character of the us as the melting pot nation.,0.2,-2.913767621,25,0,1,0.5,"that all the silliness about immigration will alter the fundamental character of the us as the ""melting pot"" nation.",0.654612403,0.183645686,0.161741911,1,1,0,0,217,0,0,0,1,0,2,0,-0.986497476,-1.429780559,-1.269671466,263,-1.297440562,0.38678506,0.5,10359,-0.600309264,0.324365399,-0.978639729,0.260726154,0.260726154
28,6631,26,jobs crime taxes,0.85,2.896216942,26,0,1,1,jobs crime taxes,0.1026894,0.811066773,0.086243827,2,2,0,0,393,0,0,2,2,0,0,0,0.974519828,0.71775917,0.914308901,163,0.066281566,0.295023665,2,10360,0.170170833,0.352949168,0.105383127,0.23720878,0.23720878
29,6632,27,"ellis island, illegal immigration, new world, fences",0.3,-1.124317511,27,0,0,0.333,"ellis island, illegal immigration, new world, fences",0.4054043,0.092060376,0.502535324,3,1,0,0,368,0,0,0,0,0,0,0,-0.383735929,-0.653677188,-0.497956445,45,-0.219007476,0.287291902,0,10361,0.730528038,0.353686074,0.157453123,0.231339043,0.231339043
30,6633,28,illegals; social security; benefits,0.55,0.441509648,28,0,0,1,illegals; social security; benefits,0.245390637,0.616408491,0.138200872,2,2,0,0,328,0,0,1,1,0,0,0,0.150001154,-0.146882075,-0.021508197,108,0.527779011,0.284357335,1,10362,0.631002584,0.312624936,0.549430349,0.224894582,0.224894582
31,6634,29,"i come from legal immigrant parents. i believe that at this point of war and the economy looking as it is going down, immigration is not a good idea. besides this immigration is what has made the us what it is today. you can experince and live so many cultures.",0.25,-2.264635003,29,0,0,0.16667,"i come from legal immigrant parents. i believe that at this point of war and the economy looking as it is going down, immigration is not a good idea. besides this immigration is what has made the us what it is today. you can experince and live so many cultures.",0.406967517,0.066237863,0.52679462,3,1,0,0,256,1,1,1,1,0,0,1,-0.768762228,-0.951048136,-0.866814887,64,-0.124310366,0.29850841,1,10363,-0.773294479,0.345280379,-0.501203837,0.23695017,0.23695017
32,6635,30,"people who come to the us to take advantage of the american dream and opportunities. unfortunately, many come over and do not become us citizens but are able to use tax-payer money to pay for their healthcare and welfare.",0.75,1.564889471,30,0,0,0.16667,"people who come to the us to take advantage of the american dream and opportunities. unfortunately, many come over and do not become us citizens but are able to use tax-payer money to pay for their healthcare and welfare.",0.096345028,0.454118953,0.449536019,2,2,1,1,105,1,1,0,1,0,0,0,0.525032534,0.122009299,0.396243266,235,0.190955694,0.287970697,0.5,10364,0.529467622,0.292775835,0.338106033,0.209865917,0.209865917
33,6636,31,"i worry about the republican party doing something very stupid. this country was built on immigration, to deny anyone access to citizenship is unconstitutional. what happened to give me your poor, sick, and tired?",0.3,-3.40631913,31,0,1,0.16667,"i worry about the republican party doing something very stupid. this country was built on immigration, to deny anyone access to citizenship is unconstitutional. what happened to give me your poor, sick, and tired?",0.577735182,0.108630885,0.313633933,1,1,0,1,466,1,0,0,1,2,2,0,-1.148026207,-1.801218203,-1.609109033,155,-0.453319554,0.289083869,0.5,10365,-0.136309708,0.286057929,-0.282891984,0.208379774,0.208379774
34,6637,32,finding teachers with multi-cultural/multi-lingual skills,0.2,-2.6207439,32,0,1,0.16667,#NAME?,0.483866939,0.271916419,0.244216642,1,1,0,0,321,0,0,0,1,1,0,0,-0.882614631,-1.139459246,-1.084727369,52,-0.726519104,0.299670882,0.5,10366,-1.167648712,0.397554369,-1.02587054,0.25923333,0.25923333
35,6638,33,wages being depressed. criminals coming into the us.,0.6,1.215845409,33,0,1,0.333,wages being depressed. criminals coming into the us.,0.165387045,0.549702778,0.284910177,2,2,0,0,22,0,0,1,1,0,0,0,0.409206146,0.724049201,0.638732353,314,0.456706412,0.333410901,1,10367,0.038473331,0.306757342,0.238080134,0.213258036,0.213258036
36,6639,34,"leaching on our social structure, hospitals, welfare, jails--all the things we pay taxes for that they do not more tererism",0.9,4.779190171,34,0,1,0.66667,"leaching on our social structure, hospitals, welfare, jails--all the things we pay taxes for that they do not more tererism",0.067639519,0.871377416,0.060983065,2,2,1,2,103,0,0,2,2,0,0,0,1.612858188,1.69183487,1.856115455,175,1.553231136,0.423430374,2,10368,0.686831183,0.321687344,1.141617963,0.251945854,0.251945854
37,6640,35,"conflicts between working class, illegal profits for companies hiring undocumented immigrants, low job wages, more immigration, overpopulation and competition for jobs.",0.8,3.538936246,35,0,1,0,"conflicts between working class, illegal profits for companies hiring undocumented immigrants, low job wages, more immigration, overpopulation and competition for jobs.",0.38985493,0.488119376,0.122025695,2,2,0,0,238,0,0,2,2,0,1,0,1.188814134,0.358564693,0.772209773,28,1.233024428,0.362787113,2,10369,1.044721756,0.382552711,1.193718819,0.277102018,0.277102018
38,6641,36,people crossing the border illegally.,0.4,-0.040089645,36,0,0,0.333,people crossing the border illegally.,0.649538666,0.088372305,0.262089029,1,1,0,0,80,0,0,0,0,0,0,0,-0.016695629,-0.437289218,-0.287896481,224,-0.77018984,0.337417745,0,10370,-0.491280229,0.328675116,-0.63029156,0.235462944,0.235462944
39,6642,37,poor economy,0.45,-0.285320415,37,0,0,1,poor economy,0.513449078,0.126840964,0.359709957,1,1,0,0,119,0,0,1,1,0,0,0,-0.0979043,-0.346057886,-0.290996337,236,-0.048980426,0.273472988,1,10371,-0.63581074,0.325416938,-0.216099111,0.225958944,0.225958944
40,6643,38,my parents were immigrants from ireland. everyone has a right to apply for entrance. we are a nation of immigrants - except for native americans!,0.1,-5.317009389,38,0,0,0.333,my parents were immigrants from ireland. everyone has a right to apply for entrance. we are a nation of immigrants - except for native americans!,0.526110357,0.092969136,0.380920507,1,1,0,0,258,2,1,0,0,0,0,1,-1.796368389,-2.184962623,-2.409016389,204,-1.348528244,0.409017512,0,10372,-1.384940869,0.412984983,-1.604274712,0.292439179,0.292439179
41,6644,39,the mexican border illegal aliens from other countries people getting a chance to have a decent life people like our country better than theirs,0.4,-3.275805592,39,0,0,0.16667,the mexican border illegal aliens from other countries people getting a chance to have a decent life people like our country better than theirs,0.531656122,0.052425751,0.415918127,1,1,0,0,74,1,1,0,0,0,1,0,-1.106717172,-0.741691165,-0.892263655,287,-1.419517995,0.372048071,0,10373,-0.881669382,0.340112146,-1.213147202,0.264129844,0.264129844
42,6645,40,i don't think we should legalize aliens smuggled in to usa.,0.368421053,-1.436534683,40,0,0,0,i don't think we should legalize aliens smuggled in to usa.,0.579294406,0.080507831,0.340197763,1,1,0,1,213,0,0,1,0,0,0,0,-0.486402735,-0.817691442,-0.704100239,70,-0.637505372,0.359477583,0.5,10374,-0.586852315,0.316171155,-0.646566352,0.238613483,0.238613483
43,6646,41,"as an arizona resident who lives 18 miles from the mexican-us border, and who has also spoken to some of these illegals while hiking in the huachuca mtns., i know these people, mostly, come here out of sheer desperation. sure, some are the same lazy, fat, undereducated jerks that lurk around our own mid-level businesses. but most simply are people who want what we all do: a comfortable life with as little thinking and suffering as possible, while reproducing at will. they have told me, babies in arms,that if they remain at home, they have no future but an early death. that they, maybe, should reduce their birth rate and/or not have children at all, if they cannot support them, simply will never occur to citizens of a catholic country, living a day's walk from a rich country that can be easily milked for what they consider a fortune in life support. there is no answer to this, so long as 95% of mexico's wealth is controlled by 5% of its people, and the only riches the others have lie in their children.",0.2,-1.679709333,41,0,0,0.333,"as an arizona resident who lives 18 miles from the mexican-us border, and who has also spoken to some of these illegals while hiking in the huachuca mtns., i know these people, mostly, come here out of sheer desperation. sure, some are the same lazy, fat, undereducated jerks that lurk around our own mid-level businesses. but most simply are people who want what we all do: a comfortable life with as little thinking and suffering as possible, while reproducing at will. they have told me, babies in arms,that if they remain at home, they have no future but an early death. that they, maybe, should reduce their birth rate and/or not have children at all, if they cannot support them, simply will never occur to citizens of a catholic country, living a day's walk from a rich country that can be easily milked for what they consider a fortune in life support. there is no answer to this, so long as 95% of mexico's wealth is controlled by 5% of its people, and the only riches the others have lie in their children.",0.551112528,0.034982894,0.413904578,1,1,0,0,241,0,0,0,2,2,1,0,-0.571716657,-0.580149813,-0.624482648,12,-0.021731916,0.27635856,1,10375,0.182996756,0.307922352,0.073093604,0.210246078,0.210246078
44,6647,42,the only thing that makes me worry is the econany. immigration did not that happen yrars ago. i know all men are not equal. the rich get richer the poore get poorer. are we not all gods children?,0.45,-0.599575262,42,0,1,0,the only thing that makes me worry is the econany. immigration did not that happen yrars ago. i know all men are not equal. the rich get richer the poore get poorer. are we not all gods children?,0.563156755,0.143681479,0.293161766,1,1,0,0,383,0,0,1,1,0,1,0,-0.205471628,-0.494173167,-0.404227723,289,0.002173076,0.28693068,1,10376,0.185796029,0.314846354,0.028174984,0.24252449,0.24252449
45,6648,43,the strain on the taxpayer in terms of welfare programs.,0.65,1.079082779,43,0,1,0.5,the strain on the taxpayer in terms of welfare programs.,0.118358599,0.775353987,0.106287414,2,2,0,0,396,0,0,1,1,0,0,0,0.361356823,-0.017931865,0.13124024,296,-0.012059869,0.278558346,1,10377,-0.406609494,0.334984545,-0.192647181,0.223617123,0.223617123
46,6649,44,english not being the common language.,0.5,-0.756001785,44,0,1,0,english not being the common language.,0.210109576,0.314383661,0.475506763,3,2,0,0,10,0,0,1,1,0,0,0,-0.253643268,-0.610075898,-0.455792022,47,-0.896218569,0.350051499,1,10378,-0.852542825,0.340475528,-0.98271087,0.258901816,0.258901816
47,6650,45,if it legal im fine with it.,0.05,-6.362660632,45,0,0,0.333,if it legal im fine with it.,0.659556375,0.100845298,0.239598327,1,1,0,0,30,1,0,0,0,0,0,1,-2.143171635,-1.65873321,-2.141740469,73,-1.651187656,0.427435645,0,10379,-1.981741796,0.471854711,-2.077877412,0.389274916,0.389274916
48,6651,342,nothing,0.033333333,-5.457755878,341,0,1,0.5,nothing,0.183830515,0.649540777,0.166628708,2,2,0,0,446,0,0,0,0,0,0,0,-1.839952034,-2.477439226,-2.255753052,209,-2.228298073,0.551439056,0,10380,-1.583804351,0.417828639,-2.201409001,0.40698569,0.40698569
49,6651,155,nothing,0.033333333,-5.457755878,155,0,0,0.333,nothing,0.328895637,0.39652229,0.274582073,2,2,0,0,101,0,0,0,0,0,0,0,-1.839952034,-2.477439226,-2.255753052,209,-2.228298073,0.551439056,0,10380,-1.583804351,0.417828639,-2.201409001,0.40698569,0.40698569
50,6651,46,nothing,0.033333333,-5.457755878,46,0,1,0,nothing,0.204920216,0.590415393,0.204664391,2,2,0,0,157,0,0,0,0,0,0,0,-1.839952034,-2.477439226,-2.255753052,209,-2.228298073,0.551439056,0,10380,-1.583804351,0.417828639,-2.201409001,0.40698569,0.40698569
51,6652,47,immigrants who dont contribute to society or bring bad things to our country.,0.7,2.683584539,47,0,1,0.66667,immigrants who dont contribute to society or bring bad things to our country.,0.473858189,0.286926702,0.239215109,1,1,1,1,254,0,0,1,1,0,0,0,0.901812378,0.165577089,0.562941053,114,0.467759372,0.277911873,1,10381,0.104811437,0.309589012,0.315106364,0.215410545,0.215410545
52,6653,48,that they will take our jobs!,0.65,1.579909132,48,0,1,0.5,that they will take our jobs!,0.274403,0.571941833,0.153655167,2,2,1,1,40,0,0,1,1,0,0,0,0.533179157,1.022882247,0.783444201,272,0.317888962,0.287680337,1,10382,-0.603018689,0.316088028,-0.092823778,0.219860159,0.219860159
53,6654,49,increased poverty due to more people in the us and less jobs. increased death/robbery when the poor get desperate and turn to crime.,0.9,5.605666452,49,0,1,0,increased poverty due to more people in the us and less jobs. increased death/robbery when the poor get desperate and turn to crime.,0.166933084,0.578609541,0.254457375,2,2,0,0,124,0,0,1,2,0,0,0,1.884541145,1.357979087,1.649160425,122,1.050488932,0.33045061,1.5,10383,1.033069018,0.356268282,1.165538628,0.266734959,0.266734959
54,6655,50,people from other countries trying to come here to live or work and they don't always have the proper paper work,0.25,-1.900506851,50,0,0,0.333,people from other countries trying to come here to live or work and they don't always have the proper paper work,0.183765382,0.061430214,0.754804404,3,1,0,0,156,0,0,0,1,0,0,1,-0.641311488,-0.886912644,-0.766384754,230,-0.9331909,0.323011403,0.5,10384,-0.561604256,0.310088725,-0.745390431,0.230594268,0.230594268
55,6656,51,"crime, taxes",0.75,2.18001538,51,0,1,0.66667,crime taxes,0.133997,0.74657151,0.11943149,2,2,0,0,325,0,0,1,1,0,0,0,0.731101726,0.603192342,0.577735973,36,0.384299755,0.295053385,1,10385,0.537430499,0.322523738,0.540186583,0.228752543,0.228752543
56,6657,52,how some of the illegal immigrants get more help from the government than the u.s. citizens who are paying taxes.,0.7,1.016445144,52,0,1,0.16667,how some of the illegal immigrants get more help from the government than the u.s. citizens who are paying taxes.,0.237825561,0.450096589,0.31207785,2,2,1,1,72,0,0,0,1,0,0,0,0.343044863,-0.941753599,-0.20508368,56,-0.311439659,0.288905354,0.5,10386,0.185520494,0.326319424,-0.11888084,0.221032095,0.221032095
57,6658,53,"expenses to our country for health care, education, crime, language changes; these are people most of whom are entering the united states illegally",0.75,3.416829474,53,0,1,1,"expenses to our country for health care, education, crime, language changes; these are people most of whom are entering the united states illegally",0.148699402,0.593396761,0.257903837,2,2,1,1,269,0,0,2,2,0,0,1,1.149752673,0.963684206,1.151357659,49,1.478593839,0.425460823,2,10387,1.278799456,0.443958563,1.463806261,0.331782619,0.331782619
58,6659,54,"too many people, not enough jobs. people that don't speak english.",0.7,1.979001714,54,0,0,0.833,"too many people, not enough jobs. people that don't speak english.",0.167085654,0.162365636,0.67054871,3,1,1,1,206,0,0,1,1,0,0,0,0.667457446,0.386540903,0.513157671,305,0.436880762,0.27474382,1,10388,0.494057041,0.29547051,0.46761926,0.211445266,0.211445266
59,6660,55,a bible verse (send me your weak and hungry) and a one way door,0.2,-4.82309478,55,0,0,0.66667,a bible verse (send me your weak and hungry) and a one way door,0.3390768,0.101321818,0.559601381,3,1,0,0,290,1,1,0,0,0,2,0,-1.628772354,-0.966962279,-1.396621154,5,-1.419382386,0.404257539,0,10389,-2.207644292,0.556157048,-1.925484172,0.376407582,0.376407582
60,6661,56,my ancestors came over as immigrants looking for a better life for their family--today's immigrants are doing the same. there must be a solution that works for everyone.,0.1,-4.546370207,56,0,0,0,my ancestors came over as immigrants looking for a better life for their family--today's immigrants are doing the same. there must be a solution that works for everyone.,0.702331301,0.058692811,0.238975888,1,1,0,0,460,2,1,0,0,0,1,0,-1.539848615,-2.200987868,-2.081804445,203,-1.443993685,0.406253619,0,10390,-0.500732362,0.349437456,-1.033335935,0.269796014,0.269796014
61,6662,57,"illegals will take jobs, healthcare, and other benefits from legal citizens.",0.85,2.413274359,57,0,1,1,"illegals will take jobs, healthcare, and other benefits from legal citizens.",0.254633851,0.624988463,0.120377686,2,2,1,1,222,0,0,2,1,0,0,0,0.811807239,0.677174518,0.86727691,110,1.817553508,0.463138199,1.5,10391,0.952258776,0.307385709,1.242732374,0.258537254,0.258537254
62,6663,58,i feel like the united states is a giant bowl of a little bit of everything. americans are becoming a minority in our own country.,0.4,-0.23793712,58,0,1,0.333,"i feel like the united states is a giant bowl of a little bit of everything. ""americans"" are becoming a minority in our own country.",0.264694078,0.15036443,0.584941492,3,1,0,1,295,0,0,1,1,0,0,0,-0.084246375,0.349950309,0.140021087,71,-0.330745872,0.285936045,1,10392,-0.3019462,0.325867768,-0.351651846,0.215767511,0.215767511
