track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title,Type
182,256000,0,,26.11.2008 01:46,26.11.2008 00:00,228,19,Rock,[27],"[27, 12]",,5990,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,5547,,3,,[],Jules Lost His Jewels,1
183,256000,0,,26.11.2008 01:46,26.11.2008 00:00,260,9,Rock,[27],"[27, 12]",,1264,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,869,,4,,[],For Kate I Wait,1
184,256000,0,,26.11.2008 01:46,26.11.2008 00:00,254,9,Rock,[27],"[27, 12]",,1197,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,831,,6,,[],Helen,1
226,197144,0,,26.11.2008 01:48,1.01.2006 00:00,231,4,Rock,[25],"[25, 12]",,2764,en,Attribution-Noncommercial-Share Alike 3.0 United States,1351,,2,,[],W.T.M.,1
228,190365,0,,26.11.2008 01:49,1.01.2006 00:00,218,2,Rock,[25],"[25, 12]",,2467,en,Attribution-Noncommercial-Share Alike 3.0 United States,1366,,4,,[],Don't Run With Pizzas,1
247,256000,0,,26.11.2008 01:50,26.11.2006 00:00,146,3,Rock,[12],[12],,1549,en,Attribution-Noncommercial-Share Alike 3.0 United States,532,,2,,[],A New Map for Kissing,1
249,256000,0,,26.11.2008 01:50,26.11.2006 00:00,125,3,Rock,[12],[12],,1470,en,Attribution-Noncommercial-Share Alike 3.0 United States,425,,4,,[],The Indefinite Time Yet to Come,1
252,256000,0,,26.11.2008 01:50,26.11.2006 00:00,173,2,Rock,[12],[12],,512,en,Attribution-Noncommercial-Share Alike 3.0 United States,374,,10,,[],It's Becoming a Stranger,1
255,256000,0,,26.11.2008 01:50,26.11.2006 00:00,182,24,Rock,[12],[12],,5585,en,Attribution-Noncommercial-Share Alike 3.0 United States,4495,,12,,[],We Want to be Old,1
256,256000,0,,26.11.2008 01:50,7.11.2006 00:00,202,3,Rock,[31],"[12, 31]",,2864,en,Attribution-NonCommercial-ShareAlike 3.0 International,2311,,1,,[],Toggle,1
257,320000,0,,26.11.2008 01:50,7.11.2006 00:00,146,3,Rock,[31],"[12, 31]",,2177,en,Attribution-NonCommercial-ShareAlike 3.0 International,766,,2,,[],My Lil',1
258,320000,0,,26.11.2008 01:50,7.11.2006 00:00,384,2,Rock,[31],"[12, 31]",,1779,en,Attribution-NonCommercial-ShareAlike 3.0 International,1350,,4,,[],Eyebone,1
303,256000,0,chris andrews,26.11.2008 01:52,1.09.2007 00:00,136,0,Rock,[89],"[89, 12, 25]",,159,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,89,,1,,[],Splish spladdy,1
304,256000,0,,26.11.2008 01:52,26.11.1982 00:00,191,0,Rock,[89],"[89, 12, 25]",,241,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,167,,1,,[],Woo You,1
305,256000,0,,26.11.2008 01:52,1.01.1981 00:00,159,0,Rock,[89],"[89, 12, 25]",,2873,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,2605,,2,,[],Disney on Ice,1
306,256000,0,,26.11.2008 01:52,1.09.2007 00:00,129,0,Rock,[89],"[89, 12, 25]",,131,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,50,,2,,[],The Prime Four,1
307,256000,0,,26.11.2008 01:52,1.09.2007 00:00,205,0,Rock,[89],"[89, 12, 25]",,289,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,190,,3,,[],Out on the farm,1
308,256000,0,,26.11.2008 01:52,26.11.1982 00:00,186,0,Rock,[89],"[89, 12, 25]",,345,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,260,,4,,[],The Hotel,1
309,256000,0,,26.11.2008 01:52,1.09.2007 00:00,229,0,Rock,[89],"[89, 12, 25]",,147,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,56,,4,,[],Where are all the people,1
310,256000,0,,26.11.2008 01:52,1.01.1981 00:00,146,0,Rock,[89],"[89, 12, 25]",,194,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,109,,5,,[],Going Down to Soho,1
311,256000,0,,26.11.2008 01:52,26.11.1982 00:00,205,0,Rock,[89],"[89, 12, 25]",,1597,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,1484,,5,,[],Tropical Holiday Time,1
312,256000,0,,26.11.2008 01:52,1.09.2007 00:00,199,0,Rock,[89],"[89, 12, 25]",,833,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,748,,6,,[],Tropical Sheep,1
313,256000,0,,26.11.2008 01:52,26.11.1982 00:00,142,0,Rock,[89],"[89, 12, 25]",,141,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,70,,7,,[],Think Things Of You,1
314,256000,0,,26.11.2008 01:53,1.09.2007 00:00,166,0,Rock,[89],"[89, 12, 25]",,142,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,69,,8,,[],Daisey Chains,1
315,256000,0,,26.11.2008 01:53,1.01.1981 00:00,280,0,Rock,[89],"[89, 12, 25]",,383,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,297,,8,,[],Interference,1
316,256000,0,,26.11.2008 01:53,1.01.1981 00:00,87,0,Rock,[89],"[89, 12, 25]",,156,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,90,,9,,[],Itching in my pants,1
317,256000,0,,26.11.2008 01:53,26.11.1982 00:00,198,0,Rock,[89],"[89, 12, 25]",,322,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,241,,9,,[],Very Nice,1
318,256000,0,,26.11.2008 01:53,26.11.2008 00:00,41,0,Rock,[89],"[89, 12, 25]",,209,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,153,,0,,[],1-2-3-4,1
319,256000,0,,26.11.2008 01:53,1.09.2007 00:00,156,0,Rock,[89],"[89, 12, 25]",,422,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,325,,10,,[],Complete Shakespeare,1
320,256000,0,,26.11.2008 01:53,1.01.1981 00:00,316,0,Rock,[89],"[89, 12, 25]",,406,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,309,,10,,[],The Natives are Restless,1
321,256000,0,,26.11.2008 01:53,26.11.1982 00:00,273,0,Rock,[89],"[89, 12, 25]",,693,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,487,,11,,[],Heart Attack,1
322,256000,0,,26.11.2008 01:53,1.09.2007 00:00,110,1,Rock,[89],"[89, 12, 25]",,386,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,304,,11,,[],Shopping Bag,1
323,256000,0,,26.11.2008 01:53,1.09.2007 00:00,237,0,Rock,[89],"[89, 12, 25]",,171,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,94,,12,,[],Crocodile Song,1
324,256000,0,,26.11.2008 01:53,26.11.1982 00:00,120,0,Rock,[89],"[89, 12, 25]",,185,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,106,,12,,[],I just don't know,1
325,256000,0,,26.11.2008 01:53,1.01.1981 00:00,199,2,Rock,[89],"[89, 12, 25]",,300,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,217,,12,,[],Liquidizing Chickens,1
326,256000,0,,26.11.2008 01:53,26.11.1982 00:00,105,0,Rock,[89],"[89, 12, 25]",,286,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,228,,13,,[],Burn,1
327,256000,0,,26.11.2008 01:53,26.11.1982 00:00,259,0,Rock,[89],"[89, 12, 25]",,234,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,164,,15,,[],Hands Beckoning,1
328,256000,0,,26.11.2008 01:53,26.11.1982 00:00,236,0,Rock,[89],"[89, 12, 25]",,328,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,254,,16,,[],Central Park,1
330,256000,0,,26.11.2008 01:53,1.09.2007 00:00,270,0,Rock,[89],"[89, 12, 25]",,146,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,58,,17,,[],White Man,1
331,256000,0,,26.11.2008 01:53,1.09.2007 00:00,214,0,Rock,[89],"[89, 12, 25]",,187,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,105,,19,,[],Weatherman,1
332,256000,0,,26.11.2008 01:53,26.11.2008 00:00,174,0,Rock,[89],"[89, 12, 25]",,139,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,76,,0,,[],39th floor Club,1
333,256000,0,,26.11.2008 01:53,1.01.1981 00:00,96,0,Rock,[89],"[89, 12, 25]",,423,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,322,,0,Cherry Red Music (UK),[],Blah intro,1
334,256000,0,,26.11.2008 01:53,1.01.1981 00:00,275,0,Rock,[89],"[89, 12, 25]",,405,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,388,,0,Cherry Red Music (UK),[],Blahpunk,1
335,256000,0,,26.11.2008 01:53,1.01.1981 00:00,188,1,Rock,[89],"[89, 12, 25]",,303,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,225,,0,Cherry Red Music (UK),[],Bored,1
336,256000,0,,26.11.2008 01:53,1.01.1981 00:00,204,0,Rock,[89],"[89, 12, 25]",,226,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,144,,0,Cherry Red Music (UK),[],Breeder,1
337,256000,0,,26.11.2008 01:54,1.01.1981 00:00,271,0,Rock,[89],"[89, 12, 25]",,279,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,195,,0,Cherry Red Music (UK),[],Brian's Garage,1
338,256000,0,,26.11.2008 01:54,1.01.1981 00:00,88,0,Rock,[89],"[89, 12, 25]",,196,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,160,,0,Cherry Red Music (UK),[],Cabages in the sunset,1
339,256000,0,,26.11.2008 01:54,1.01.1981 00:00,110,0,Rock,[89],"[89, 12, 25]",,177,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,118,,0,Cherry Red Music (UK),[],Chimpanzees disease,1
340,256000,0,,26.11.2008 01:54,1.01.1981 00:00,142,0,Rock,[89],"[89, 12, 25]",,363,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,281,,0,Cherry Red Music (UK),[],Circles in London,1
341,256000,0,,26.11.2008 01:54,1.01.1981 00:00,84,0,Rock,[89],"[89, 12, 25]",,1498,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,1629,,0,Cherry Red Music (UK),[],Count Dracula's castle,1
342,256000,0,,26.11.2008 01:54,1.01.1981 00:00,55,0,Rock,[89],"[89, 12, 25]",,240,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,165,,0,Cherry Red Music (UK),[],Crash,1
343,256000,0,chris andrews,26.11.2008 01:54,1.01.1981 00:00,66,0,Rock,[89],"[89, 12, 25]",,5683,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,192,,0,Cherry Red Music (UK),[],Cybernetics,1
344,256000,0,,26.11.2008 01:54,1.01.1981 00:00,115,0,Rock,[89],"[89, 12, 25]",,190,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,111,,0,Cherry Red Music (UK),[],Denver,1
345,256000,0,,26.11.2008 01:54,1.01.1981 00:00,202,0,Rock,[89],"[89, 12, 25]",,326,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,251,,0,Cherry Red Music (UK),[],Ding dang (skat),1
346,256000,0,,26.11.2008 01:54,1.01.1981 00:00,158,0,Rock,[89],"[89, 12, 25]",,252,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,181,,0,Cherry Red Music (UK),[],Disco Ghoul,1
347,256000,0,,26.11.2008 01:54,1.01.1981 00:00,150,0,Rock,[89],"[89, 12, 25]",,202,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,71,,0,Cherry Red Music (UK),[],Down in the pits again,1
348,256000,0,?,26.11.2008 01:54,1.01.1981 00:00,165,0,Rock,[89],"[89, 12, 25]",,132,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,97,,0,Cherry Red Music (UK),[],Excretia,1
349,256000,0,,26.11.2008 01:54,1.01.1981 00:00,74,0,Rock,[89],"[89, 12, 25]",,191,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,125,,0,Cherry Red Music (UK),[],Garden of Eden,1
350,256000,0,,26.11.2008 01:54,1.01.1981 00:00,101,1,Rock,[89],"[89, 12, 25]",,168,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,90,,0,Cherry Red Music (UK),[],Gotta Go,1
351,256000,0,,26.11.2008 01:54,1.01.1981 00:00,249,1,Rock,[89],"[89, 12, 25]",,269,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,150,,0,Cherry Red Music (UK),[],Hippopotamus,1
352,256000,0,,26.11.2008 01:54,26.11.2008 00:00,165,0,Rock,[89],"[89, 12, 25]",,609,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,505,,0,,[],In Arabia,1
353,256000,0,,26.11.2008 01:54,1.01.1981 00:00,149,1,Rock,[89],"[89, 12, 25]",,212,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,139,,0,Cherry Red Music (UK),[],In my Grandfather's Clock,1
354,256000,0,,26.11.2008 01:54,26.11.2008 00:00,60,1,Rock,[89],"[89, 12, 25]",,186,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,108,,0,,[],Julie Andrews,1
355,256000,0,,26.11.2008 01:54,26.11.2008 00:00,144,0,Rock,[89],"[89, 12, 25]",,133,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,65,,0,,[],Just you wait and see,1
356,256000,0,,26.11.2008 01:54,26.11.2008 00:00,225,0,Rock,[89],"[89, 12, 25]",,179,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,144,,0,,[],Little White Boxes,1
357,256000,0,,26.11.2008 01:54,26.11.2008 00:00,139,1,Rock,[89],"[89, 12, 25]",,215,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,165,,0,,[],Mr Mystery,1
358,256000,0,,26.11.2008 01:54,26.11.2008 00:00,121,0,Rock,[89],"[89, 12, 25]",,294,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,182,,0,,[],My House,1
359,256000,0,,26.11.2008 01:54,26.11.2008 00:00,178,0,Rock,[89],"[89, 12, 25]",,130,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,62,,0,,[],My Room,1
360,256000,0,,26.11.2008 01:54,26.11.2008 00:00,126,1,Rock,[89],"[89, 12, 25]",,332,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,255,,0,,[],Radio Jazz with Mr Rhodes,1
361,256000,0,,26.11.2008 01:54,26.11.2008 00:00,218,0,Rock,[89],"[89, 12, 25]",,140,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,65,,0,,[],Red coated young girlfriend,1
362,256000,0,,26.11.2008 01:54,,122,0,Rock,[89],"[89, 12, 25]",,131,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,59,,0,,[],Starsigns,1
363,256000,0,,26.11.2008 01:55,26.11.2008 00:00,165,0,Rock,[89],"[89, 12, 25]",,184,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,98,,0,,[],Sugar Bowl,1
364,256000,0,,26.11.2008 01:55,26.11.2008 00:00,152,0,Rock,[89],"[89, 12, 25]",,113,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,47,,0,,[],Sunspot activity,1
365,256000,0,,26.11.2008 01:55,26.11.2008 00:00,104,0,Rock,[89],"[89, 12, 25]",,445,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,326,,0,,[],The Sound of Music,1
366,256000,0,Blah Blah Blah,26.11.2008 01:55,26.11.2008 00:00,144,0,Rock,[89],"[89, 12, 25]",,141,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,67,,0,,[],The Swamp,1
367,256000,0,,26.11.2008 01:55,26.11.2008 00:00,110,0,Rock,[89],"[89, 12, 25]",,139,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,55,,0,,[],There goes my greenhouse,1
368,256000,0,,26.11.2008 01:55,26.11.2008 00:00,280,1,Rock,[89],"[89, 12, 25]",,3572,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,2281,,0,,[],Vampires,1
369,256000,0,,26.11.2008 01:55,26.11.2008 00:00,185,0,Rock,[89],"[89, 12, 25]",,2366,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,1551,,0,,[],Whistle while you work,1
370,256000,0,,26.11.2008 01:55,26.11.2008 00:00,213,0,Rock,[89],"[89, 12, 25]",,173,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,71,,0,,[],Why didn't Nero?,1
371,256000,0,,26.11.2008 01:55,26.11.2008 00:00,251,0,Rock,[89],"[89, 12, 25]",,114,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,47,,0,,[],vermalderhide,1
393,256000,0,,26.11.2008 01:56,27.06.2002 00:00,810,0,Rock,[12],[12],"<p>The unedited recording of Boogie Witch live at Silk City Lounge June 27, 2002.</p>",866,en,Attribution-NonCommercial-ShareAlike 3.0 International,424,,0,,[],"Untitled Boogie (edit), Transfiguration Boogie, Boogie Hole",1
394,256000,0,,26.11.2008 01:56,27.06.2002 00:00,243,0,Rock,[12],[12],"<p>Recorded live at Silk City Lounge June 27, 2002.</p>",689,en,Attribution-NonCommercial-ShareAlike 3.0 International,280,,3,,[],Boogie Hole,1
395,256000,0,,26.11.2008 01:56,27.06.2002 00:00,380,0,Rock,[12],[12],"<p>Recorded live at Silk City Lounge June 27, 2002.</p>",619,en,Attribution-NonCommercial-ShareAlike 3.0 International,244,,2,,[],Transfiguration Boogie,1
458,256000,0,,25.11.2008 22:01,26.11.2008 00:00,223,11,Rock,[36],"[36, 12]",,1824,en,Attribution-NonCommercial-ShareAlike 3.0 International,1241,,4,,[],Hunt Like Devil 4,1
459,128000,0,,25.11.2008 22:01,26.11.2008 00:00,301,45,Rock,[36],"[36, 12]",,11132,en,Attribution-NonCommercial-ShareAlike 3.0 International,7765,,0,,[],Machines and Muscles,1
466,160000,0,,26.11.2008 02:01,1.01.2001 00:00,281,0,Rock,[27],"[27, 12]",,319,en,Attribution-NonCommercial-ShareAlike 3.0 International,85,,1,,[],Asterism,1
467,160000,0,,26.11.2008 02:01,,157,0,Rock,"[27, 66]","[66, 27, 12]",,871,en,Attribution-NonCommercial-ShareAlike 3.0 International,207,,1,,[],Let's Climb a Mossy Hill,1
468,160000,0,,26.11.2008 02:01,26.11.2008 00:00,296,0,Rock,"[25, 27]","[25, 27, 12]",,631,en,Attribution-NonCommercial-ShareAlike 3.0 International,176,,1,,[],Vast and Sad (KPSU),1
469,128000,0,,26.11.2008 02:01,,221,0,Rock,"[27, 66]","[66, 27, 12]",,201,en,Attribution-NonCommercial-ShareAlike 3.0 International,28,,1,,[],Waverly,1
470,160000,0,,26.11.2008 02:01,,172,0,Rock,"[27, 66]","[66, 27, 12]",,374,en,Attribution-NonCommercial-ShareAlike 3.0 International,82,,2,,[],Cloud Light,1
471,160000,0,,26.11.2008 02:01,1.01.2001 00:00,199,1,Rock,[27],"[27, 12]",,173,en,Attribution-NonCommercial-ShareAlike 3.0 International,49,,2,,[],Ephrata Cloister,1
472,160000,0,,26.11.2008 02:01,,67,0,Rock,"[27, 66]","[66, 27, 12]",,255,en,Attribution-NonCommercial-ShareAlike 3.0 International,21,,2,,[],Spirit Duplicator,1
473,128000,0,,26.11.2008 02:01,,176,0,Rock,"[27, 66]","[66, 27, 12]",,258,en,Attribution-NonCommercial-ShareAlike 3.0 International,39,,2,,[],Victoria 1,1
474,160000,0,,26.11.2008 02:01,26.11.2008 00:00,187,0,Rock,"[25, 27]","[25, 27, 12]",,452,en,Attribution-NonCommercial-ShareAlike 3.0 International,139,,2,,[],Your Leather Jacket (Kelly Haus),1
475,160000,0,,26.11.2008 02:01,1.01.2001 00:00,128,0,Rock,[27],"[27, 12]",,271,en,Attribution-NonCommercial-ShareAlike 3.0 International,62,,3,,[],Buddy Alan In Reno,1
476,160000,0,,26.11.2008 02:01,,231,0,Rock,"[27, 66]","[66, 27, 12]",,264,en,Attribution-NonCommercial-ShareAlike 3.0 International,29,,3,,[],Leftward Glance,1
477,160000,0,,26.11.2008 02:02,26.11.2008 00:00,177,0,Rock,"[25, 27]","[25, 27, 12]",,468,en,Attribution-NonCommercial-ShareAlike 3.0 International,118,,3,,[],Let's Climb a Mossy Hill (Kelly Haus),1
478,160000,0,,26.11.2008 02:02,,104,0,Rock,"[27, 66]","[66, 27, 12]",,401,en,Attribution-NonCommercial-ShareAlike 3.0 International,60,,3,,[],Recessional,1
479,128000,0,,26.11.2008 02:02,,261,0,Rock,"[27, 66]","[66, 27, 12]",,590,en,Attribution-NonCommercial-ShareAlike 3.0 International,27,,3,,[],White Shoulders,1
480,160000,0,,26.11.2008 02:02,26.11.2008 00:00,58,0,Rock,"[25, 27]","[25, 27, 12]",,678,en,Attribution-NonCommercial-ShareAlike 3.0 International,149,,4,,[],Appear to Be (Kelly Haus),1
481,128000,0,,26.11.2008 02:02,,126,0,Rock,"[27, 66]","[66, 27, 12]",,888,en,Attribution-NonCommercial-ShareAlike 3.0 International,22,,4,,[],Council Bluffs,1
482,160000,0,,26.11.2008 02:02,,119,0,Rock,"[27, 66]","[66, 27, 12]",,258,en,Attribution-NonCommercial-ShareAlike 3.0 International,14,,4,,[],Hall Blvd.,1
483,160000,0,,26.11.2008 02:02,,115,0,Rock,"[27, 66]","[66, 27, 12]",,351,en,Attribution-NonCommercial-ShareAlike 3.0 International,83,,4,,[],Magnolias Milan,1
484,160000,0,,26.11.2008 02:02,1.01.2001 00:00,138,0,Rock,[27],"[27, 12]",,259,en,Attribution-NonCommercial-ShareAlike 3.0 International,36,,4,,[],One Rose Among Many,1
485,160000,0,,26.11.2008 02:02,26.11.2008 00:00,213,0,Rock,"[25, 27]","[25, 27, 12]",,418,en,Attribution-NonCommercial-ShareAlike 3.0 International,116,,5,,[],Asterism (Kelly Haus),1
486,128000,0,,26.11.2008 02:02,,170,0,Rock,"[27, 66]","[66, 27, 12]",,344,en,Attribution-NonCommercial-ShareAlike 3.0 International,29,,5,,[],Avoid,1
487,160000,0,,26.11.2008 02:02,1.01.2001 00:00,118,0,Rock,[27],"[27, 12]",,1661,en,Attribution-NonCommercial-ShareAlike 3.0 International,38,,5,,[],For Christie 7/4,1
489,160000,0,,26.11.2008 02:02,,110,0,Rock,"[27, 66]","[66, 27, 12]",,1234,en,Attribution-NonCommercial-ShareAlike 3.0 International,22,,5,,[],Nevertheless,1
490,160000,0,,26.11.2008 02:02,,210,0,Rock,"[27, 66]","[66, 27, 12]",,1291,en,Attribution-NonCommercial-ShareAlike 3.0 International,218,,5,,[],Vast and Sad,1
491,128000,0,,26.11.2008 02:02,,349,0,Rock,"[27, 66]","[66, 27, 12]",,1382,en,Attribution-NonCommercial-ShareAlike 3.0 International,17,,6,,[],For To Pour,1
492,160000,0,,26.11.2008 02:02,,161,0,Rock,"[27, 66]","[66, 27, 12]",,373,en,Attribution-NonCommercial-ShareAlike 3.0 International,95,,6,,[],I Can't Hear the Birds Sing,1
493,160000,0,,26.11.2008 02:02,1.01.2001 00:00,243,0,Rock,[27],"[27, 12]",,489,en,Attribution-NonCommercial-ShareAlike 3.0 International,85,,6,,[],In the Sky,1
